text;text_g;text_s;y_max;page;file
Véronique;weibl. Vorname;;573;28;C:\coding\voki\data\SerieVertes2.pdf
Je vais te raconter;;Ich werde dir einę interessante seltsame lustige;759;28;C:\coding\voki\data\SerieVertes2.pdf
Hier, ...;;Gestern ...;964;28;C:\coding\voki\data\SerieVertes2.pdf
Un jour, ...;;Eines Tages ...;986;28;C:\coding\voki\data\SerieVertes2.pdf
L'année dernière, ...;;Letztes Jahr ...;1009;28;C:\coding\voki\data\SerieVertes2.pdf
D'abord/Au début, ...;;Zuerst/Am Anfang ...;1031;28;C:\coding\voki\data\SerieVertes2.pdf
Un peu Une minute Un jour;;Etwas;1052;28;C:\coding\voki\data\SerieVertes2.pdf
Puis/Ensuite/Alors, ...;;Dann/Darauf/ Da(mals) ...;1145;28;C:\coding\voki\data\SerieVertes2.pdf
Tout à coup, ...;;Plötzlich ...;1190;28;C:\coding\voki\data\SerieVertes2.pdf
Enfin, ...;;Schließlich ...;1212;28;C:\coding\voki\data\SerieVertes2.pdf
le bruit - le silence;der Morgen - der;;772;29;C:\coding\voki\data\SerieVertes2.pdf
le début - la fin;Abend;;790;29;C:\coding\voki\data\SerieVertes2.pdf
le jour - la nuit;die Frage - die Antwort;;814;29;C:\coding\voki\data\SerieVertes2.pdf
bon/bonne - mauvais(e);nett - böse, gemein;gut - schlecht;901;29;C:\coding\voki\data\SerieVertes2.pdf
bon marché - cher/ chère;;billig - teuer;922;29;C:\coding\voki\data\SerieVertes2.pdf
chaud(e) - froid(e);intelligent - dumm;warm - kalt;969;29;C:\coding\voki\data\SerieVertes2.pdf
court(e) - long/longue;interessant langweilig;kurz - lang;990;29;C:\coding\voki\data\SerieVertes2.pdf
facile - difficile;;leicht - schwierig;1012;29;C:\coding\voki\data\SerieVertes2.pdf
gai(e) - triste;jung - alt;fröhlich - traurig;1037;29;C:\coding\voki\data\SerieVertes2.pdf
bien - mal;mehr - weniger;;1120;29;C:\coding\voki\data\SerieVertes2.pdf
beaucoup - peu;früh - spät;;1146;29;C:\coding\voki\data\SerieVertes2.pdf
à droite - à gauche;auf - unter;;1225;29;C:\coding\voki\data\SerieVertes2.pdf
avant - après;für - gegen;;1247;29;C:\coding\voki\data\SerieVertes2.pdf
Dixier;frz. Name;;610;30;C:\coding\voki\data\SerieVertes2.pdf
un ouvrier/une ouvrière;ein Arbeiter/eine Arbeiterin;~ travaille avec ses mains.;633;30;C:\coding\voki\data\SerieVertes2.pdf
Le Bourgnon;kleines Dorf bei Clermont-Ferrand;;679;30;C:\coding\voki\data\SerieVertes2.pdf
se trouver;sich befinden;Fontainebleau ~1 à 64 kilomètres de Paris.;723;30;C:\coding\voki\data\SerieVertes2.pdf
un/une collègue;ein Kollege/eine Kollegin;[F] = ---- ègue + -+ [D] = Kollege;749;30;C:\coding\voki\data\SerieVertes2.pdf
arrêter qc/qn;etw./jdn. anhalten;La rue est bloquée par un accident. La police -2 les voitures.;793;30;C:\coding\voki\data\SerieVertes2.pdf
une usine;eine Fabrik;Un ouvrier travaille dans un atelier ou dans -.;835;30;C:\coding\voki\data\SerieVertes2.pdf
seul/seule;allein;Il a perdu sa femme. Il vit ~.;883;30;C:\coding\voki\data\SerieVertes2.pdf
les bêtes;hier: das Vich;;994;30;C:\coding\voki\data\SerieVertes2.pdf
se reposer;sich erholen/ausruhen;Après le travail, on ~3.;1018;30;C:\coding\voki\data\SerieVertes2.pdf
une ferme;ein Bauernhof/Gehöft;Le paysan a -,;1039;30;C:\coding\voki\data\SerieVertes2.pdf
de père en fils;von Generation zu Generation;Dans cette famille, on est ingénieur ~.;1064;30;C:\coding\voki\data\SerieVertes2.pdf
Je te laisse.;hier: Ich fahr'/geh' jetzt (mal).;C'est l'heure de partir. -.;1108;30;C:\coding\voki\data\SerieVertes2.pdf
la neige;der Schnee;- neiger;1156;30;C:\coding\voki\data\SerieVertes2.pdf
venir de faire qe;gerade etw. getan haben;Elle est encore là? - Non, elle ~6 partir.;1178;30;C:\coding\voki\data\SerieVertes2.pdf
annoncer qc;etw. ankündigen;La radio a ~7 du beau temps.;1199;30;C:\coding\voki\data\SerieVertes2.pdf
le vent;der Wind;Ce ~ annonce du mauvais temps.;138;31;C:\coding\voki\data\SerieVertes2.pdf
avoir de la chance de faire qe Tu ~' avoir un emploi. Moi, je suis sans;Glück haben, dass man etw. tut;;164;31;C:\coding\voki\data\SerieVertes2.pdf
l'argent (m.);das Geld;Payer, c'est donner de -.;209;31;C:\coding\voki\data\SerieVertes2.pdf
gagner qc;hier: etw. verdienen;Avec une petite ferme, on ne ~2 pas beaucoup.;233;31;C:\coding\voki\data\SerieVertes2.pdf
Riom;Stadt in der Auvergne, ca. 15 km von Clermont-Ferrand entfernt;;277;31;C:\coding\voki\data\SerieVertes2.pdf
commencer à faire qc;anfangen/beginnen etw. zu tun;Restons à la maison. Il ~3 pleuvoir.;369;31;C:\coding\voki\data\SerieVertes2.pdf
pendant ce temps;während dieser Zeit/ währenddessen;;483;31;C:\coding\voki\data\SerieVertes2.pdf
dine;zu Abend essen;- le dîner;526;31;C:\coding\voki\data\SerieVertes2.pdf
Muriel;weibl. Vorname;;551;31;C:\coding\voki\data\SerieVertes2.pdf
Maurice;männl. Vorname;;575;31;C:\coding\voki\data\SerieVertes2.pdf
Florent;männl. Vorname;;596;31;C:\coding\voki\data\SerieVertes2.pdf
s'inquiéter;unruhig werden/sich beunruhigen;Les parents ~4 parce que leur enfant ne rentre pas.;619;31;C:\coding\voki\data\SerieVertes2.pdf
une tempête;ein Sturm/Unwetter;Le vent fort annonce ~.;663;31;C:\coding\voki\data\SerieVertes2.pdf
se coucher;sich hinlegen/schlafen legen;I] ~5 tôt parce qu'il est fatigué.;686;31;C:\coding\voki\data\SerieVertes2.pdf
quand même;trotzdem;J'ai du travail. Mais je viens ~.;733;31;C:\coding\voki\data\SerieVertes2.pdf
si;wenn/falls;s'il(s) +-+ si elle(s);753;31;C:\coding\voki\data\SerieVertes2.pdf
s'adresser à qn;sich an jdn. wenden;L'automobiliste cherche une rue. Il ~6 un homme qui passe.;778;31;C:\coding\voki\data\SerieVertes2.pdf
la situation;die Situation;;822;31;C:\coding\voki\data\SerieVertes2.pdf
la circulation;der Verkehr/das Fahren;Dans le centre-ville, ~ est difficile.;843;31;C:\coding\voki\data\SerieVertes2.pdf
plein/pleine (de qc);voll (von etw.);A la montagne, les routes sont ~7 virages.;869;31;C:\coding\voki\data\SerieVertes2.pdf
une route pleine de virages;"eine kurvenreiche Straße; wörtl. : eine StraBe voller Kurven";;915;31;C:\coding\voki\data\SerieVertes2.pdf
lutter;kämpfen;Pour gagner un match, il faut ~.;979;31;C:\coding\voki\data\SerieVertes2.pdf
s'arrêter;anhalten;Il y a un accident. Je ~ 5 pour voir si je peux aider.;1003;31;C:\coding\voki\data\SerieVertes2.pdf
se mettre à faire qc;anfangen etw. zu tun;commencer à faire qc;1049;31;C:\coding\voki\data\SerieVertes2.pdf
Il se met à avoir très peur.;Er bekommt (allmählich) große Angst.;;1073;31;C:\coding\voki\data\SerieVertes2.pdf
une étable;ein Stall;Pendant la nuit, les bêtes sont à l' ~.;1118;31;C:\coding\voki\data\SerieVertes2.pdf
réparer qe;etw. reparieren;;1141;31;C:\coding\voki\data\SerieVertes2.pdf
provisoire;provisorisch/vorläufig;;1164;31;C:\coding\voki\data\SerieVertes2.pdf
longtemps;lange;Il a plu ~? - Oui, toute la journée.;1187;31;C:\coding\voki\data\SerieVertes2.pdf
dépenser qe;etw. ausgeben;+ gagner qc;1210;31;C:\coding\voki\data\SerieVertes2.pdf
presque;fast;99, c'est ~ 100.;160;32;C:\coding\voki\data\SerieVertes2.pdf
au loin;in der Ferne;De la tour Eiffel, on voit Notre-Dame -.;229;32;C:\coding\voki\data\SerieVertes2.pdf
un phare;ein Scheinwerfer;;252;32;C:\coding\voki\data\SerieVertes2.pdf
avancer vers qc/qn;auf etw./jdn. zugehen/ zukommen;Une voiture ~ 2 nous. C'est la police.;321;32;C:\coding\voki\data\SerieVertes2.pdf
un chasse-neige/des chasse- A la montagne, en hiver, il faut des -3. neige;ein Schneepflug/ Schneepflüge;;368;32;C:\coding\voki\data\SerieVertes2.pdf
l'électricité (f.);die Elektrizität/der Strom;Sans ~4, les phares ne marchent pas.;412;32;C:\coding\voki\data\SerieVertes2.pdf
éclairer qc;etw. erleuchten;Les phares ~$ la route.;458;32;C:\coding\voki\data\SerieVertes2.pdf
un mur;eine Mauer/Wand;F = un ~ +-+ [D] = eine Mauer;525;32;C:\coding\voki\data\SerieVertes2.pdf
une tuile;ein Dachziegel/eine Dachpfanne;;548;32;C:\coding\voki\data\SerieVertes2.pdf
Dieu (m.);Gott;Je crois en ~.;594;32;C:\coding\voki\data\SerieVertes2.pdf
Mon Dieu, ...;Mein Gott/Oh Gott, ...;~, quel terrible spectacle!;616;32;C:\coding\voki\data\SerieVertes2.pdf
près de qe;nahe bei/neben etw.;La tour Eiffel est ~ de la Seine.;640;32;C:\coding\voki\data\SerieVertes2.pdf
découvrir qc;etw. entdecken;- la découverte;663;32;C:\coding\voki\data\SerieVertes2.pdf
un veau/des veaux;ein Kalb/Kälber;~ est une bête gentille, je trouve.;685;32;C:\coding\voki\data\SerieVertes2.pdf
mort/morte;tot;Elle n'a plus de père. Il est ~6.;708;32;C:\coding\voki\data\SerieVertes2.pdf
une vache;eine Kuh;Le veau reste près de la ~,;730;32;C:\coding\voki\data\SerieVertes2.pdf
un trou;ein Loch;Je ne peux plus porter ce jean, Il a ~.;753;32;C:\coding\voki\data\SerieVertes2.pdf
la panique;die Panik/Angst;Il n'y a plus d'électricité. C'est ~!;776;32;C:\coding\voki\data\SerieVertes2.pdf
Qu'est-ce qui se passe?;Was geht hier vor?/Was ist los?;-? Pourquoi est-ce que tu cries comme ça?;845;32;C:\coding\voki\data\SerieVertes2.pdf
Marcel;männl. Vorname;;888;32;C:\coding\voki\data\SerieVertes2.pdf
se lever;aufstehen;# se coucher;911;32;C:\coding\voki\data\SerieVertes2.pdf
réveiller qn;jdn. aufwecken;C'est l'heure de se lever. Va ~ les enfants.;936;32;C:\coding\voki\data\SerieVertes2.pdf
s'habiller;sich anziehen;Les petits enfants ne peuvent pas ~ seuls.;958;32;C:\coding\voki\data\SerieVertes2.pdf
Pendant qu'ils s'habillaient, ...;Während sie sich anzogen, ...;;979;32;C:\coding\voki\data\SerieVertes2.pdf
une aide;eine Hilfe;> aider qn;1026;32;C:\coding\voki\data\SerieVertes2.pdf
un troupeau/des troupeaux;eine Herde/Herden;Cet agriculteur a un grand ~ de vaches.;1050;32;C:\coding\voki\data\SerieVertes2.pdf
sauver qn/qc;jdn./etw. retten;Elle est dans une situation dangereuse. Il faut la -.;1073;32;C:\coding\voki\data\SerieVertes2.pdf
formidable;toll;Cette fille sait tout faire. Elle est ~,;1116;32;C:\coding\voki\data\SerieVertes2.pdf
apprendre qc;etw. lernen/erfahren;;208;33;C:\coding\voki\data\SerieVertes2.pdf
se laver;sich waschen;;230;33;C:\coding\voki\data\SerieVertes2.pdf
un oncle;ein Onkel;;252;33;C:\coding\voki\data\SerieVertes2.pdf
comme;da/weil (Konjunktion);;274;33;C:\coding\voki\data\SerieVertes2.pdf
un ski;ein Ski;;295;33;C:\coding\voki\data\SerieVertes2.pdf
faire du ski;Ski fahren;;320;33;C:\coding\voki\data\SerieVertes2.pdf
une piste;eine Piste;;342;33;C:\coding\voki\data\SerieVertes2.pdf
une revue;eine Zeitschrift/Revue;;365;33;C:\coding\voki\data\SerieVertes2.pdf
rassurer qn;jdn. beruhigen;;389;33;C:\coding\voki\data\SerieVertes2.pdf
une pâtisserie;eine Konditorei;Une boulangerie peut être en même temps -.;301;35;C:\coding\voki\data\SerieVertes2.pdf
une boulangerie-pâtisserie;eine Bäckerei und Konditorei;Cela s'appelle -.;344;35;C:\coding\voki\data\SerieVertes2.pdf
la Bretagne;die Bretagne;;391;35;C:\coding\voki\data\SerieVertes2.pdf
un port;ein Hafen;;413;35;C:\coding\voki\data\SerieVertes2.pdf
Concarneau;Hafenstadt in der Bretagne;~ a un port.;434;35;C:\coding\voki\data\SerieVertes2.pdf
l'Autriche (f.);Österreich;;482;35;C:\coding\voki\data\SerieVertes2.pdf
un Autrichien/une Autrichienne;ein Österreicher/eine Österreicherin;Les ~1 vivent en Autriche.;504;35;C:\coding\voki\data\SerieVertes2.pdf
Emilie;weibl. Vorname;;550;35;C:\coding\voki\data\SerieVertes2.pdf
chez qui;hier: bei dem/der;La copine ~ elle est s'appelle Hélène.;573;35;C:\coding\voki\data\SerieVertes2.pdf
un croissant;ein Croissant/(Butter)Hörnchen;J'aime bien manger des ~2 au petit déjeuner.;596;35;C:\coding\voki\data\SerieVertes2.pdf
frais/fraîche;frisch;J'achète des croissants ~3 le dimanche.;641;35;C:\coding\voki\data\SerieVertes2.pdf
un boulanger/ une boulangère;ein Bäcker/ eine Bäckerin;- une boulangerie;666;35;C:\coding\voki\data\SerieVertes2.pdf
surprendre qn;jdn. überraschen;Tu es sûr que c'est vrai? Tu me -4.;711;35;C:\coding\voki\data\SerieVertes2.pdf
s'amuser;sich amüsieren;+ travailler;733;35;C:\coding\voki\data\SerieVertes2.pdf
un plat;hier: eine Platte mit Gebäck;A = un ~ +-+ [D] = eine Platte;756;35;C:\coding\voki\data\SerieVertes2.pdf
une vitrine;"ein Schaufenster; hier: die Auslage";J'aime beaucoup regarder les -5 des magasins;799;35;C:\coding\voki\data\SerieVertes2.pdf
un truc (fam.);ein Ding/eine Sache (ugs.);- une chose;846;35;C:\coding\voki\data\SerieVertes2.pdf
s'appeler;heißen;Je ~6 Emilie.;891;35;C:\coding\voki\data\SerieVertes2.pdf
Ça s'appelle bien ... , non?;Das heißt doch ...,;;916;35;C:\coding\voki\data\SerieVertes2.pdf
un baiser;ein Kuss;Tu m'aimes? Alors, je veux ~,;982;35;C:\coding\voki\data\SerieVertes2.pdf
Bons baisers de ...;Viele Grüße und Küsse aus ...;;1005;35;C:\coding\voki\data\SerieVertes2.pdf
exprimer par;ausdrucken durch;;1119;35;C:\coding\voki\data\SerieVertes2.pdf
pratique;praktisch;;1141;35;C:\coding\voki\data\SerieVertes2.pdf
identique;identisch/gleich;;1163;35;C:\coding\voki\data\SerieVertes2.pdf
un/une partenaire;ein Partner/eine Partnerin;;1186;35;C:\coding\voki\data\SerieVertes2.pdf
les Vosges (f ., pl.);die Vogesen;~ sont des montagnes.;208;36;C:\coding\voki\data\SerieVertes2.pdf
un camp;ein Lager;Il aime passer ses vacances dans ~ de jeunes.;228;36;C:\coding\voki\data\SerieVertes2.pdf
franco-allemand/ franco-allemande;deutsch-französisch;Strasbourg se trouve à la frontière ~1,;273;36;C:\coding\voki\data\SerieVertes2.pdf
un camp de jeunes franco-allemand;ein deutsch-französisches Jugendlager;;320;36;C:\coding\voki\data\SerieVertes2.pdf
une excursion;ein Ausflug;~ est une très longue promenade.;365;36;C:\coding\voki\data\SerieVertes2.pdf
Il en revient.;Er kommt von dort zurück.;Il va en Autriche? - Non, ~;386;36;C:\coding\voki\data\SerieVertes2.pdf
un moniteur/une monitrice;ein Betreuer/eine Betreuerin;Dans un camp de jeunes, il y a ~2.;433;36;C:\coding\voki\data\SerieVertes2.pdf
un timbre;eine Briefmarke;Pour envoyer une lettre, il faut ~.;476;36;C:\coding\voki\data\SerieVertes2.pdf
Je n'y ai pas pensé.;Ich habe nicht daran gedacht.;Tu as acheté des boissons? - Non, ~.;503;36;C:\coding\voki\data\SerieVertes2.pdf
une cigarette;eine Zigarette;;548;36;C:\coding\voki\data\SerieVertes2.pdf
Le Royal;hier: Name eines „café“;;570;36;C:\coding\voki\data\SerieVertes2.pdf
le tabac;der Tabak;L'alcool et ~ sont dangereux pour les jeunes ... et pour leurs parents.;616;36;C:\coding\voki\data\SerieVertes2.pdf
un café-tabac;(frz. „café“ mit einer Verkaufsstelle für Tabakwaren und Postartikel);On peut acheter ses timbres dans ~.;660;36;C:\coding\voki\data\SerieVertes2.pdf
On peut y acheter des timbres.;Man kann dort Briefmarken kaufen.;;753;36;C:\coding\voki\data\SerieVertes2.pdf
une télécarte;eine Telefonkarte;Téléphoner avec ~, c'est pratique.;796;36;C:\coding\voki\data\SerieVertes2.pdf
On y va?;Gehen wir?;Il est l'heure. Alors, ~?;819;36;C:\coding\voki\data\SerieVertes2.pdf
offrir qc à qn;jdm. etw. anbieten;Il m'a ~3 une cigarette. Mais j'ai dit non.;843;36;C:\coding\voki\data\SerieVertes2.pdf
Je t'offre un coca.;Ich spendiere dir eine Cola.;"Viens. "".";866;36;C:\coding\voki\data\SerieVertes2.pdf
un salon de thé;entspricht einem deutschen Café;Dans ~, on peut boire un café et manger des gâteaux.;955;36;C:\coding\voki\data\SerieVertes2.pdf
Colmar;Stadt im Elsass;;1093;36;C:\coding\voki\data\SerieVertes2.pdf
un médecin;ein Arzt;Elle est très malade. Il faut appeler ~.;205;37;C:\coding\voki\data\SerieVertes2.pdf
la Vendée;die Vendée (Gegend in Westfrankreich, an der Atlantikküste gelegen);;227;37;C:\coding\voki\data\SerieVertes2.pdf
Lucerne;Luzern;;319;37;C:\coding\voki\data\SerieVertes2.pdf
la Suisse;die Schweiz;Lucerne est une ville en ~1.;341;37;C:\coding\voki\data\SerieVertes2.pdf
se réveiller;aufwachen;Grand-père ~2 toujours tôt.;363;37;C:\coding\voki\data\SerieVertes2.pdf
le cœur;das Herz;Elle est bonne. Elle a du ~,;387;37;C:\coding\voki\data\SerieVertes2.pdf
qn a mal au cœur;jdm. ist schlecht/übel;;410;37;C:\coding\voki\data\SerieVertes2.pdf
vomir;sich übergeben/brechen;;433;37;C:\coding\voki\data\SerieVertes2.pdf
une tisane;ein Kräutertee;Grand-mère ne prend pas de thé. Elle préfère ~.;455;37;C:\coding\voki\data\SerieVertes2.pdf
le lendemain;der/am nächsten Tag;;500;37;C:\coding\voki\data\SerieVertes2.pdf
le lendemain matin;der/am nächsten Morgen;Nous sommes arrivés tard. Mais ~, je suis tout de suite alle faire les courses.;524;37;C:\coding\voki\data\SerieVertes2.pdf
devoir faire qe;etw. tun müssen;+ les devoirs;571;37;C:\coding\voki\data\SerieVertes2.pdf
devoir qc a qn;jdm. etw. schulden;Voilà les 5 euros que je te -3.;592;37;C:\coding\voki\data\SerieVertes2.pdf
Elle a dû trop manger.;Sie hat wohl/vermutlich zu viel gegessen.;Elle a mal au cœur. ~,;615;37;C:\coding\voki\data\SerieVertes2.pdf
un docteur;ein Doktor/Arzt;-+ un médecin;660;37;C:\coding\voki\data\SerieVertes2.pdf
Bernard;hier: Familienname;;683;37;C:\coding\voki\data\SerieVertes2.pdf
recevoir qn/qc;jdn./etw. empfangen;Les Sorel ont bien ~4 leur nouvelle locataire.;706;37;C:\coding\voki\data\SerieVertes2.pdf
faire comprendre qe à qn;jdm. etw. begreiflich machen;Il ne fait rien. Tu dois lui ~ qu'il faut tra-;753;37;C:\coding\voki\data\SerieVertes2.pdf
examiner qn;jdn. untersuchen;Le docteur ~3 le malade.;797;37;C:\coding\voki\data\SerieVertes2.pdf
la fièvre;das Fieber;J'ai très chaud. Je crois que j'ai de ~.;820;37;C:\coding\voki\data\SerieVertes2.pdf
se baigner;"(sich) baden; hier: ins Wasser/schwimmen gehen";L'eau n'est pas trop froide. On peut -.;841;37;C:\coding\voki\data\SerieVertes2.pdf
sourire;lächeln;Elle est très malade. Elle ~6 quand même.;908;37;C:\coding\voki\data\SerieVertes2.pdf
un comprimé;eine Tablette;Prenez ~ après chaque repas.;932;37;C:\coding\voki\data\SerieVertes2.pdf
l'envie de vomir;der Brechreiz;Ce comprimé est contre -,;954;37;C:\coding\voki\data\SerieVertes2.pdf
une recette;ein (Koch)Rezept;Tu ne sais pas faire la cuisine? Alors, je t'offre un livre de ~- 7,;978;37;C:\coding\voki\data\SerieVertes2.pdf
un pharmacien/une pharmacienne;ein Apotheker/eine Apothekerin;;1024;37;C:\coding\voki\data\SerieVertes2.pdf
un médicament;ein Medikament;Un pharmacien vend des -6.;1068;37;C:\coding\voki\data\SerieVertes2.pdf
une ordonnance;ein (Arzt)Rezept;Le pharmacien: «Pour ce médicament, il faut -. »;1090;37;C:\coding\voki\data\SerieVertes2.pdf
une feuille de soins;ein (ärztlicher) Behandlungsschein;;1136;37;C:\coding\voki\data\SerieVertes2.pdf
une assurance;eine Versicherung;Quand on achète une voiture, il faut prendre -.;1180;37;C:\coding\voki\data\SerieVertes2.pdf
une pharmacie;eine Apotheke;-+ le pharmacien/la pharmacienne;183;38;C:\coding\voki\data\SerieVertes2.pdf
une église;eine Kirche;Tous les dimanches matin, il va à l' ~,;206;38;C:\coding\voki\data\SerieVertes2.pdf
la poste;die Post;;229;38;C:\coding\voki\data\SerieVertes2.pdf
une consultation;eine Sprechstunde/eine (ärztliche) Untersuchung;Heures de ~1: 14h à 16h, sauf le mercredi et le samedi.;251;38;C:\coding\voki\data\SerieVertes2.pdf
un classement;eine Rangfolge/Tabelle;;411;38;C:\coding\voki\data\SerieVertes2.pdf
5 le garçon;hier: der Kellner;;435;38;C:\coding\voki\data\SerieVertes2.pdf
un questionnaire;ein Fragebogen;;457;38;C:\coding\voki\data\SerieVertes2.pdf
correct/correcte;korrekt, richtig;;482;38;C:\coding\voki\data\SerieVertes2.pdf
Vive ... !;Es lebe(n) ...!;~ la France!;296;39;C:\coding\voki\data\SerieVertes2.pdf
une remorque;ein Anhänger;Derrière la voiture, il y a -.;319;39;C:\coding\voki\data\SerieVertes2.pdf
c'est ... qui;dient zur Betonung und Hervorhebung von Subjekten;Tu as gagné? - Non, ~ Serge ~ a gagné.;344;39;C:\coding\voki\data\SerieVertes2.pdf
un lapin;ein Kaninchen;~ mange des carottes.;412;39;C:\coding\voki\data\SerieVertes2.pdf
un hamster;ein Hamster;;435;39;C:\coding\voki\data\SerieVertes2.pdf
un voyage;eine Reise;Bon ~!;459;39;C:\coding\voki\data\SerieVertes2.pdf
une côte;eine Küste;;479;39;C:\coding\voki\data\SerieVertes2.pdf
la côte atlantique;die Atlantikküste;Brest est sur -.;502;39;C:\coding\voki\data\SerieVertes2.pdf
Hossegor;frz. Stadt an der Atlantikküste;;527;39;C:\coding\voki\data\SerieVertes2.pdf
Pitou;hier: Name eines Hundes;;569;39;C:\coding\voki\data\SerieVertes2.pdf
être à qn;hier: jdm. gehören;La boulangerie ~ 1 boulanger.;616;39;C:\coding\voki\data\SerieVertes2.pdf
appartenir à qn;jdm. gehören;- être à qn;640;39;C:\coding\voki\data\SerieVertes2.pdf
Il va et vient.;hier: Er läuft hin und her;Pourquoi est-ce qu'~ devant le magasin?;660;39;C:\coding\voki\data\SerieVertes2.pdf
Paul et Paule;hier: Namen von Hamstern;;708;39;C:\coding\voki\data\SerieVertes2.pdf
Stéphane;männl. Vorname;;753;39;C:\coding\voki\data\SerieVertes2.pdf
une cage;ein Käfig;Le lapin est dans ~.;778;39;C:\coding\voki\data\SerieVertes2.pdf
Bâle;Basel;;797;39;C:\coding\voki\data\SerieVertes2.pdf
l'argent de poche (m.);das Taschengeld;Tes parents te donnent combien d'~ par semaine?;820;39;C:\coding\voki\data\SerieVertes2.pdf
Benoît;männl. Vorname;;866;39;C:\coding\voki\data\SerieVertes2.pdf
lui;hier: unverbundenes Personalpronomen der 3. Person Singular, maskulin;;885;39;C:\coding\voki\data\SerieVertes2.pdf
ne ... pas non plus;auch nicht;Je n'aime pas ce plat. Lui, il ~ l'aime ~.;979;39;C:\coding\voki\data\SerieVertes2.pdf
c'est encore moi qui ...;ich bin es (schon) wieder, der/die ...;Je n'ai pas de chance, ~ suis le dernier.;1002;39;C:\coding\voki\data\SerieVertes2.pdf
énerver qn;jdn. aufregen;Le bruit des camions m'~2.;1047;39;C:\coding\voki\data\SerieVertes2.pdf
se disputer;sich streiten;Ne vous -3 pas. Ça m'énerve.;1070;39;C:\coding\voki\data\SerieVertes2.pdf
elle;hier: unverbundenes Personalpronomen der 3. Person Singular, feminin;;1092;39;C:\coding\voki\data\SerieVertes2.pdf
de toute façon;auf jeden Fall/wie dem auch sei;Tu veux rester? - ~, moi, je pars.;1184;39;C:\coding\voki\data\SerieVertes2.pdf
un camping;ein Campingplatz;Les Costa passent leurs vacances sur ~,;248;40;C:\coding\voki\data\SerieVertes2.pdf
un bouchon;ein (Verkehrs)Stau;"Le 1"" août, il y a ~1 partout en France.";268;40;C:\coding\voki\data\SerieVertes2.pdf
un million;eine Million;[F = un ~ +-+ [D] = eine Million;293;40;C:\coding\voki\data\SerieVertes2.pdf
prendre la route;sich auf die Reise/den Weg machen;Il ne faut pas ~ le 1er août.;315;40;C:\coding\voki\data\SerieVertes2.pdf
la mer;das Meer;J'aime bien les vacances au bord de ~.;361;40;C:\coding\voki\data\SerieVertes2.pdf
un lac;ein See;Les campings sont souvent au bord d' ~.;382;40;C:\coding\voki\data\SerieVertes2.pdf
un pin;eine Pinie/Kiefer;F = un- - + [D] = eine Pinie;407;40;C:\coding\voki\data\SerieVertes2.pdf
une habitude;eine Gewohnheit;Se lever tard est ~ mauvaise - .;428;40;C:\coding\voki\data\SerieVertes2.pdf
eux;unverbundenes Personalpronomen der 3. Person Plural, maskulin;;453;40;C:\coding\voki\data\SerieVertes2.pdf
se promener;spazieren gehen;- une promenade;544;40;C:\coding\voki\data\SerieVertes2.pdf
basque;baskisch;;565;40;C:\coding\voki\data\SerieVertes2.pdf
la pelote basque;das Pelotaspiel (baskischer Nationalsport);;589;40;C:\coding\voki\data\SerieVertes2.pdf
une balle;ein Ball;[F] = une ~ +-+ [D] = ein Ball;632;40;C:\coding\voki\data\SerieVertes2.pdf
si;50;Ne cours pas ~ vite.;655;40;C:\coding\voki\data\SerieVertes2.pdf
une plage;ein Strand;Sur la côte atlantique, il a y des belles ~2.;681;40;C:\coding\voki\data\SerieVertes2.pdf
l'Atlanticlub;hier: Name eines Strandclubs, in dem Kinder und Jugendliche während der Ferien den Tag verbrin-;;701;40;C:\coding\voki\data\SerieVertes2.pdf
le surf;das Wellenreiten;;838;40;C:\coding\voki\data\SerieVertes2.pdf
une glace;ein Eis;Quand il fait chaud, on mange --.;860;40;C:\coding\voki\data\SerieVertes2.pdf
Ça y est?;hier: Klappt's?;-? - Oui, j'ai fini.;885;40;C:\coding\voki\data\SerieVertes2.pdf
savoir faire qe;etw. tun können (wissen, wie es geht);Je prends le volant? - Oui, si vous ~3 conduire.;906;40;C:\coding\voki\data\SerieVertes2.pdf
pouvoir faire qe;etw. tun können (in der Lage sein etw. zu tun);Je ne ~4 pas conduire. J'ai une main dans le plâtre.;954;40;C:\coding\voki\data\SerieVertes2.pdf
la santé;die Gesundheit;Se promener est bon pour ~.;1018;40;C:\coding\voki\data\SerieVertes2.pdf
se moquer de qn;sich über jdn. lustig macher;Il y a des élèves qui ~5 leur professeur.;1044;40;C:\coding\voki\data\SerieVertes2.pdf
un écomusée;ein Freilichtmuseum;;1088;40;C:\coding\voki\data\SerieVertes2.pdf
un jeu de rôles;ein Rollenspiel;;203;41;C:\coding\voki\data\SerieVertes2.pdf
distribuer qc;etw. verteilen;;227;41;C:\coding\voki\data\SerieVertes2.pdf
un sketch;ein Sketsch;;249;41;C:\coding\voki\data\SerieVertes2.pdf
le départ;die Abfahrt/der Aufbruch;;274;41;C:\coding\voki\data\SerieVertes2.pdf
une excuse;eine Entschuldigung;;318;41;C:\coding\voki\data\SerieVertes2.pdf
un journal/des journaux;"eine Zeitung/Zeitungen; hier: ein (Reise)Tagebuch";Qu'est-ce que tu as écrit dans ton ~?;434;41;C:\coding\voki\data\SerieVertes2.pdf
tenir un journal;ein Tagebuch führen/;Beaucoup de jeunes ~1.;501;41;C:\coding\voki\data\SerieVertes2.pdf
